firstname,lastname,exam1grade,exam2grade,exam3grade
Emily,Brown,82,89,72
Lindsay,Ortega,50,52,78
Jessica,Smith,76,80,61
Troy,Mullins,97,61,88
Cameron,Rose,95,61,64
Jennifer,Brown,83,71,51
Dillon,Ramos,91,52,100
Stacy,Fisher,95,95,60
Joseph,Cortez,90,81,56
Gina,Roberts,84,75,50
Marilyn,Duffy,80,54,64
Crystal,Clark,86,62,82
Angie,Sanchez,92,98,64
Rebecca,Wright,56,85,74
Emily,Barajas,76,91,86
Jonathon,Harper,59,97,71
Amanda,Peters,53,77,67
Vanessa,Ryan,96,97,65
April,Perez,98,86,73
Eric,Smith,94,76,52
Robert,Rodriguez,60,77,94
Lisa,Landry,92,78,90
Sandra,Hardin,50,59,84
Lisa,Moore,80,77,69
David,Johnson,100,66,76
Ann,Rios,65,94,82
Melissa,Phillips,70,93,50
Marcus,Villanueva,56,64,69
Amanda,Schultz,61,83,51
Candace,Collins,77,91,83
Christopher,Lucero,94,84,89
Monique,Berger,62,97,68
Austin,Salinas,91,64,65
Jennifer,Williams,81,100,100
Julia,Morgan,72,88,60
Kimberly,White,62,76,67
Michael,Tran,90,93,78
Jonathan,Mitchell,51,60,86
Melissa,Ward,80,67,51
Elizabeth,Combs,87,87,57
Stephanie,Campbell,96,82,61
Kristie,Jackson,59,50,73
Kayla,Mcintyre,67,61,100
Cindy,Thompson,57,98,59
Jean,Bridges,63,55,59
Michelle,Bennett,72,69,98
Michael,Mercado,51,75,85
Zachary,Dixon,92,88,90
Matthew,Rojas,67,92,74
Timothy,Smith,66,92,66
James,Graham,70,83,58
John,Wilkerson,78,81,51
Victoria,Jordan,61,100,99
Allen,Jones,97,63,62
Jacqueline,Hernandez,77,81,95
Robert,Hernandez,79,88,77
Robert,Mann,84,93,65
Kathryn,Mckinney,100,82,75
Rachel,Bentley,76,63,97
Adam,Rogers,86,88,60
William,Wilson,96,73,89
Sandra,Davis,98,61,53
Heidi,Johnson,82,52,50
Dawn,Faulkner,89,96,70
Austin,Wilson,54,92,55
Alicia,Jackson,67,94,89
Keith,Perez,100,91,87
Willie,Ware,80,68,55
Randy,Miller,92,64,91
Shawn,Martinez,61,84,88
Carla,Morgan,71,59,59
Elizabeth,Bowen,71,74,72
Kathy,Porter,57,59,65
Beth,Meyer,80,56,83
Diane,White,59,82,100
Andrea,Golden,56,79,65
Martha,Spencer,91,92,71
William,Moore,57,98,62
Adam,Solomon,98,59,80
Jamie,Brown,71,50,97
Robert,Daniel,94,56,78
Gavin,Simpson,96,61,84
Billy,Logan,50,82,66
William,Wang,58,63,85
Johnny,Love,94,92,89
Annette,Novak,87,63,100
Brandon,Martinez,81,55,71
Christopher,Thomas,79,90,60
Carolyn,Benjamin,78,50,89
Eddie,Gardner,95,55,88
Molly,Melton,84,90,86
Desiree,Becker,87,74,51
Brooke,Williams,74,62,81
Mary,Jones,100,92,65
George,Phillips,53,54,84
Jennifer,Molina,99,96,63
George,Mason,73,72,97
Julie,Barnes,51,84,70
Dylan,Horton,61,80,94
Phillip,Bryant,64,92,64
Debra,Moon,78,95,67
Brittany,Osborn,68,95,92
Monique,Evans,58,87,91
James,Montes,71,71,85
Laurie,Elliott,72,60,87
James,Villanueva,73,66,63
Michael,Todd,89,76,93
William,Short,77,67,90
Jason,King,90,64,76
Rachel,Jones,70,71,68
Justin,Fritz,82,74,82
Susan,Ramirez,76,57,78
Daniel,Jones,81,52,57
Kristen,Waters,56,90,95
Amanda,Ashley,75,77,91
Douglas,Sutton,51,73,76
Nicholas,Douglas,100,89,83
Sergio,Wilson,80,64,96
Chad,Spencer,90,54,74
John,Bradford,100,51,67
Lindsey,Wright,59,95,63
Kevin,Harvey,89,83,59
Samuel,Wood,76,59,89
Bryan,Thomas,69,74,59
Jennifer,Allison,97,68,95
Diane,Navarro,85,65,77
Brittney,Holmes,82,67,86
Ryan,Lang,72,64,91
Jon,Tucker,61,98,51
Charles,Garcia,98,71,91
Rachel,Vega,81,61,85
Christina,Perez,74,57,58
Lynn,Friedman,91,79,64
Jo,Neal,90,69,66
Hannah,Lopez,51,96,69
Katie,Robinson,63,69,67
Brian,Gardner,68,70,97
Christopher,Mejia,83,71,93
Jacob,Bryant,98,91,67
Latoya,Miles,73,91,98
Ariel,Gonzalez,67,74,92
Jacob,Brown,89,66,100
Peter,Hale,72,58,53
Dennis,Dalton,68,90,85
Justin,Pena,52,96,96
Charles,Guerrero,54,66,78
Curtis,Fisher,90,77,88
Thomas,Park,54,83,69
Whitney,Waller,71,78,69
Christina,Young,97,62,86
Nicholas,Waller,86,65,53
Jessica,Obrien,91,57,66
Elizabeth,Lane,64,70,90
Jennifer,Johnson,83,51,64
Brittney,Duncan,57,57,57
Tracy,Davis,61,90,82
Allison,Fletcher,64,50,85
Amanda,Murphy,54,54,75
Rebecca,Hall,80,77,61
Jennifer,Padilla,76,82,67
Krystal,Walker,96,60,88
Laura,Martin,86,60,58
Heather,Stephens,65,94,76
Jessica,Richards,60,95,51
Gabriel,Johnson,92,61,92
Sheila,Johnson,89,52,74
Sarah,Roberts,74,100,51
Samantha,Jennings,86,59,87
Selena,Contreras,87,61,82
Daniel,Clark,68,73,92
Blake,Acosta,54,96,78
Michael,Wright,50,93,90
Krista,Curtis,62,93,75
Mark,Johnson,66,76,54
Teresa,Smith,81,100,93
Steven,Watkins,86,63,100
Jeremy,Williams,80,84,100
Bryan,Spencer,58,89,51
Brandy,Wolfe,98,89,53
Anthony,Blake,51,72,81
Brian,Pittman,88,94,83
Tracie,Scott,83,74,95
Michelle,Phillips,60,65,74
Stephanie,White,97,85,69
John,Ruiz,76,88,95
Tiffany,Bowman,75,52,94
Robert,Lee,82,73,57
Brandon,Smith,82,80,59
Ashley,Hall,72,56,99
Wayne,Myers,64,50,60
Tiffany,Lewis,51,66,68
Chad,Stephens,97,78,69
Shane,Vazquez,76,62,88
Alex,Gill,61,90,71
Rachel,Singh,57,63,52
Alicia,Hernandez,50,85,61
Jacob,Johnston,53,63,54
Jerry,Riley,80,71,75
Jennifer,Olson,59,51,61
Jason,Aguirre,62,70,94
Savannah,Diaz,55,53,53
Margaret,Deleon,63,52,85
Robin,Rios,55,78,71
Alan,King,89,88,56
Tina,Bowen,97,82,95
Cynthia,Hernandez,89,78,100
Alicia,Miller,62,70,76
David,Brock,85,62,66
Amber,Lopez,97,88,62
Nancy,Tapia,90,97,64
Jenna,Wilson,59,56,75
Matthew,Hughes,51,78,99
Alyssa,Foster,85,97,89
Nicholas,West,97,69,61
Heather,Harrison,97,84,90
Jessica,Joseph,100,94,81
Melanie,Lee,55,53,71
Megan,Marquez,63,59,76
James,Hayes,96,95,100
Mark,Mccann,55,66,93
Robin,Meadows,86,76,89
Natalie,Perez,65,83,75
Candice,Robinson,88,77,86
Rhonda,Martin,74,77,52
Matthew,Avila,85,53,94
Natasha,Graham,71,71,96
Brian,Hicks,67,59,100
Zachary,Duncan,66,71,87
Zachary,Austin,97,53,88
Brian,Garrison,92,84,79
Tabitha,Bean,78,71,74
Mary,Cruz,51,93,50
Christina,Scott,83,96,84
Linda,Martinez,53,61,84
Andrea,Fisher,57,95,73
John,Perez,79,59,62
Paul,Graves,82,63,84
Brian,Mejia,86,70,94
Luis,King,53,83,67
Angela,Schmidt,55,63,94
Kathleen,Jones,77,83,79
Anthony,Anderson,66,84,71
Kimberly,Erickson,51,67,98
Robert,Peck,77,52,75
Edward,Schultz,96,60,61
Randall,Smith,86,72,96
Emily,Ward,97,52,68
Rick,Brown,100,88,68
Tammy,Webb,56,95,85
Jennifer,Gordon,90,50,90
Joyce,Williams,53,77,68
Erin,Phelps,79,69,99
Michael,Warner,63,87,79
Russell,Hampton,69,80,51
Robert,Mejia,96,61,62
Randy,Shields,51,61,97
Christopher,Roberts,91,63,72
Linda,Smith,51,86,85
Hayley,Wilson,69,64,85
Erika,Stewart,51,100,62
Nicole,Navarro,98,73,70
Thomas,Carter,96,90,92
Kevin,Gutierrez,68,62,72
Kristina,Bush,61,56,51
William,Jensen,66,92,88
Taylor,Porter,65,96,82
Roy,Lucas,56,67,56
Kyle,Reynolds,51,69,83
Peggy,Andersen,69,68,98
Stephanie,Knight,61,59,73
Tonya,Adams,51,69,85
Krista,Roberts,73,77,100
Craig,Long,89,90,87
Lindsey,Bryan,89,97,71
Courtney,Strickland,88,68,59
Yolanda,Johns,93,88,83
Deanna,Harris,58,79,81
Nina,Graves,73,85,82
Ryan,Gonzalez,75,99,57
Mary,Green,65,55,70
Colleen,Burke,90,70,73
Sharon,Yang,64,56,54
James,Bonilla,53,98,90
Michelle,Barker,54,99,52
Beth,Taylor,95,61,82
Tina,Holmes,58,93,75
Robert,Soto,83,89,85
Colin,Mason,68,50,57
Tyler,York,88,100,77
Paul,Ball,100,84,84
Katherine,Velasquez,66,58,60
Adam,Williams,65,84,66
John,Rodriguez,72,85,71
Brian,Mckenzie,86,62,54
Jodi,Schultz,70,72,98
Kathy,Molina,97,92,98
Robert,Pratt,69,57,70
Lisa,Butler,63,81,63
Brittany,Rodriguez,82,100,88
Andrew,Walsh,74,78,74
Eric,Gardner,96,86,66
Hannah,Henderson,59,78,52
Adam,Soto,91,83,97
William,Nelson,79,94,85
Gregory,Carroll,52,100,91
Joshua,Mcgee,87,57,71
Madeline,Randolph,58,69,52
Melanie,Rios,63,93,64
Larry,Johnson,55,51,87
Sharon,Smith,95,97,77
Michael,Robinson,81,93,68
Ashley,Smith,53,80,71
Dawn,Wilson,89,66,53
Anthony,Boyd,92,81,67
Andrew,Hernandez,93,74,70
Tiffany,Mcmahon,94,62,94
Ashley,Santos,69,76,96
Malik,Rodriguez,69,88,65
Travis,Page,60,62,54
Kent,Wright,71,93,91
Paul,Davis,58,98,77
Cheryl,Schmidt,65,51,64
Gabriel,Mack,82,85,97
Robert,Stevenson,67,94,73
Kevin,Cameron,76,58,91
Kristina,Davis,80,66,62
Brian,Rodgers,91,97,97
Joshua,White,56,93,50
Harold,Sandoval,72,87,96
John,Mason,77,60,69
Peter,Morris,92,63,62
Charles,Cruz,53,57,78
Rose,Rodriguez,63,90,79
Debra,Mcclure,92,59,50
William,Wells,67,94,93
Valerie,Perez,54,92,62
Nicolas,Simmons,81,83,59
Jeffery,Robbins,72,82,84
Michael,Elliott,61,87,69
Hannah,Martin,60,77,82
Austin,Allen,80,72,68
Robert,Lucas,96,59,94
Robert,Sampson,82,61,55
Daniel,Davidson,64,82,78
Edward,Webb,52,63,81
William,Brown,60,88,79
Crystal,Todd,80,78,94
Jacob,Ferrell,97,53,62
Brittany,Nelson,70,67,63
Frank,Leonard,60,56,80
Adam,Roberts,69,61,75
Patricia,Sanders,86,73,79
Mitchell,Diaz,58,51,82
Lisa,Johnson,55,97,60
Vicki,Jenkins,59,54,61
Marc,Carter,86,98,51
Aaron,Saunders,94,55,68
Olivia,Garcia,67,87,52
Kimberly,Leonard,77,62,63
Jonathan,Rodriguez,78,84,62
Christine,Douglas,93,76,96
Rhonda,Jensen,77,83,54
Matthew,Suarez,54,60,67
Breanna,Morse,77,88,71
Robert,Gaines,86,94,52
Thomas,Garcia,81,60,100
Evan,Guzman,66,88,68
Ariel,Wright,90,71,76
Dalton,Lee,62,96,58
Jennifer,Morris,98,89,77
Christine,Burns,57,63,87
Patrick,York,84,91,52
Timothy,Sullivan,52,81,84
Anna,Calderon,82,62,97
Marc,Huber,72,97,70
Christopher,Bell,55,63,55
Cory,Reynolds,80,57,97
Alyssa,Wise,81,87,54
Arthur,Dudley,77,66,79
Brett,Phillips,62,52,100
Richard,Sharp,87,82,64
Alexis,Randall,100,74,51
Heather,Armstrong,92,77,87
Lonnie,Rodriguez,77,75,67
Donald,Sanchez,50,93,73
Jeffrey,Rios,92,86,98
Rhonda,Mason,98,98,65
John,Hogan,94,52,55
Molly,Barnes,93,91,96
Erin,Parker,62,79,73
Oscar,Davis,91,71,71
Rachel,Welch,99,86,81
Kristen,Thomas,57,73,99
Courtney,Mendoza,75,69,91
Cindy,Nguyen,54,73,79
Christopher,Edwards,67,57,75
Raymond,Aguilar,94,57,68
John,Donaldson,53,92,66
Sean,Brown,80,80,82
Ricky,Buck,60,72,97
Kimberly,Solis,53,63,81
Andrew,Wilson,57,55,68
Tamara,Walsh,90,80,85
Summer,Harper,81,90,70
Valerie,Roberts,79,83,94
Patricia,Walsh,86,61,92
Justin,Miles,94,51,65
Jason,Walters,92,72,90
Ann,Williams,90,86,58
Philip,Howard,67,89,94
James,Green,82,83,88
Megan,Russell,97,56,73
Susan,Matthews,87,82,99
Carrie,Brown,57,80,100
Tyler,Carter,77,85,84
Katelyn,Murillo,67,66,60
Nicole,Murphy,94,66,69
Andre,Snyder,58,57,87
Roy,Morris,87,98,68
Nathan,Davis,100,67,61
Matthew,Hunt,54,93,100
Lauren,Anderson,94,90,80
Sophia,White,61,99,88
Anna,Harper,69,60,66
Calvin,Madden,99,71,52
Trevor,Kennedy,58,96,99
Patricia,Brown,50,98,85
Rebecca,Davis,51,62,69
Debra,Bowen,88,100,87
Jeffrey,Burton,73,82,99
Kirsten,Lam,84,90,69
David,Martinez,61,76,79
Andrew,Howell,51,85,91
Susan,Castillo,71,98,62
Derek,Walker,69,83,100
George,Thompson,77,78,76
Jo,Harris,69,58,54
Jesse,Sullivan,55,87,71
Robin,Sanders,53,80,93
Diana,Avila,65,80,79
Michael,Beard,56,74,100
Connie,Burgess,50,62,97
Alyssa,Robbins,68,99,78
Kathleen,Davis,63,86,94
Kevin,Stewart,76,69,64
Lindsay,Lee,79,81,95
Ralph,Vang,61,92,78
Warren,Briggs,84,56,63
David,Goodwin,60,92,66
Vanessa,Miles,63,52,87
Joshua,Villanueva,56,92,82
Kimberly,Pittman,70,55,80
Timothy,Barnes,93,91,89
Chelsea,Johnson,85,100,54
Joseph,Garrett,83,56,74
Angela,Johnson,81,53,60
Jennifer,Perez,63,89,98
Tina,Anderson,80,75,79
Chelsea,Guerra,68,82,67
Alyssa,Valencia,60,80,88
Nancy,Galloway,56,97,87
Juan,Avery,54,78,76
John,Reyes,77,84,55
Katelyn,Richardson,72,89,96
Shawn,Simmons,61,86,94
Elizabeth,Wood,93,92,66
Amy,Herrera,88,63,61
Julie,Flores,100,71,51
Brian,Mayer,59,87,51
Patrick,Mack,53,55,76
Stephanie,Hill,54,82,53
Anthony,Dorsey,99,57,50
Glenda,Lynch,75,65,56
Kathryn,Gonzalez,85,88,62
Thomas,Coleman,63,78,59
Michael,Smith,80,66,78
Joseph,Wilson,92,65,63
Mary,Sutton,64,83,52
Robert,Lamb,62,69,95
Kelly,Deleon,100,57,64
Julie,Bernard,85,71,81
Lucas,Donaldson,52,78,56
Melissa,Espinoza,87,74,98
Taylor,Beck,65,88,98
Paul,Patterson,80,50,96
Briana,Macdonald,70,74,68
William,Williams,52,56,71
Lisa,Ayala,51,95,56
Sandra,Bradford,59,98,84
Sean,Cooke,65,62,79
Shawn,Pennington,53,79,51
Melissa,Torres,57,59,64
Anthony,Armstrong,98,66,69
Jacqueline,Santana,99,62,91
Steven,Horton,55,83,80
Jeffery,Morse,60,61,67
Ashley,Wallace,92,65,68
Jacob,Nguyen,64,62,88
Joseph,Spencer,79,57,62
April,Kramer,93,66,64
Keith,Norton,90,53,63
Frederick,Zuniga,86,86,87
Christopher,Thompson,100,74,65
Zachary,Chambers,66,79,79
Natasha,Hunter,88,72,70
Rachel,Warren,99,90,99
Melissa,Duffy,60,50,85
Katherine,Jackson,68,82,61
Theresa,Ward,51,66,58
Joseph,Ross,68,62,64
Nicole,Brown,89,55,67
Daniel,Brown,57,78,98
Christopher,Conley,84,62,61
Ryan,Davis,94,58,72
Mary,Smith,88,82,84
Cynthia,Reyes,95,75,51
Edward,Andrade,74,66,86
Joseph,Cross,80,90,65
Jennifer,Torres,52,69,73
Kyle,Long,88,79,94
Michael,West,53,84,88
Diane,Martinez,55,96,94
Monica,Richardson,86,92,73
Steve,West,71,73,89
Mark,Jones,64,66,53
Michelle,Davila,70,61,50
Brandon,Martin,94,86,61
Monica,Riley,88,61,65
Elizabeth,Armstrong,98,53,90
Sergio,Green,87,78,53
Rebecca,Lopez,50,63,94
Christina,Ross,56,72,72
Lee,Murphy,90,100,78
James,Smith,74,77,58
Steven,Phillips,73,97,54
Madison,Ray,98,57,79
Christopher,Jones,57,82,95
Justin,Casey,94,93,90
Matthew,Smith,69,59,82
Kelly,Lawrence,71,55,88
David,Schmitt,96,55,62
Brian,Pena,100,95,97
Selena,Jackson,81,89,98
Lisa,Sanchez,95,60,55
Christine,Miller,64,81,80
Michael,Adams,82,75,54
Evelyn,Taylor,70,65,99
Steven,Key,66,73,61
Cheryl,Gray,96,82,63
Jack,Howell,93,79,51
Alec,Glenn,95,65,83
Brian,Johnson,88,72,64
Brian,Hayes,78,88,88
Christopher,Johnson,100,68,88
Susan,Davis,74,97,55
Yvonne,Torres,100,83,87
John,Bowman,96,85,76
April,Mann,84,59,78
Tony,Byrd,61,53,89
Corey,Franklin,54,65,60
Jacob,White,60,51,77
Kimberly,Fisher,98,59,61
Jasmine,Hayes,77,99,99
Pamela,Phillips,92,60,75
Caleb,Hahn,54,86,79
Debra,Burgess,66,63,65
Angela,Diaz,91,81,90
Joshua,Dickerson,89,57,99
Jessica,Oconnell,56,78,62
Rebecca,Webster,60,56,50
Linda,Richardson,71,92,60
Thomas,Pitts,99,93,97
Kevin,Cannon,83,73,97
Phillip,Wilson,87,50,91
Emily,Matthews,53,65,91
Christopher,Gomez,94,71,54
Brett,James,63,79,66
Olivia,Hart,64,57,62
Paul,Ramos,72,93,65
Lisa,Conway,82,68,72
Joseph,Gomez,91,78,83
Gary,Rogers,85,90,58
Christopher,Clark,97,95,70
Robert,Hall,67,93,54
Jared,Smith,73,86,69
Trevor,Smith,69,90,73
Jeanette,Brown,98,93,76
Kaitlyn,Miller,99,92,95
Michael,Huerta,60,64,80
James,Thomas,56,59,77
Vanessa,Miller,60,69,98
Walter,Weber,85,99,52
Phillip,Duncan,64,65,60
Todd,Silva,79,83,58
Edwin,Castro,56,52,71
Carl,Brooks,62,88,64
Sarah,Hart,83,93,73
Ashley,Brooks,70,82,93
Erin,Jones,80,60,61
Emily,Mcclure,56,99,94
Darrell,Golden,74,65,72
Charles,Riley,90,51,95
Brooke,Bryant,73,89,61
Daniel,Thomas,83,91,58
Cristina,Davis,50,99,54
Terri,Wilson,51,89,92
Lisa,Mckenzie,57,53,70
Michele,Perkins,93,67,78
Rodney,Eaton,84,54,51
Cynthia,Brown,99,93,84
Kelsey,Spears,99,88,95
Ashley,Farrell,62,69,100
Barbara,Parrish,88,95,88
Cameron,Lee,80,54,73
Erin,May,68,72,97
Michael,Davidson,67,77,57
Brooke,Chung,82,75,51
Vincent,Stewart,95,98,55
Susan,Wright,57,52,61
Ashley,Smith,78,89,66
Jeffrey,Miles,58,50,63
Andrew,Warren,90,92,82
Katie,Mcdaniel,95,75,70
Carlos,Novak,76,87,78
Melanie,Adams,58,52,92
James,Porter,71,96,84
Claudia,Thompson,93,63,88
Cynthia,Aguilar,85,77,64
Robert,Jones,77,82,77
Melissa,Bolton,89,89,89
Denise,Stewart,53,72,70
Megan,Jones,62,62,90
Erin,Keith,70,94,96
Ashley,Ramirez,91,87,82
Charles,Clark,67,99,68
Michele,Smith,59,100,60
Brian,Peck,97,77,92
Charles,Fischer,92,58,98
Adam,Juarez,96,88,83
Desiree,Hernandez,55,98,51
Christopher,Ortiz,58,84,82
Troy,Hudson,59,72,83
Jane,Patterson,100,95,64
Steven,Knight,62,93,61
Kyle,Harris,96,99,97
Michelle,Sandoval,54,88,93
Jessica,Lane,63,87,84
John,Stevenson,95,82,57
Emily,Sanchez,93,88,60
Sara,Ross,54,57,87
Sarah,Watts,88,81,84
Joseph,Peters,68,52,77
Audrey,Riddle,69,70,71
Charles,Lopez,83,78,50
Austin,Alvarado,55,52,72
Phillip,Matthews,82,57,59
Christine,Nash,50,61,89
Colin,Gill,63,84,95
Natalie,Rosales,58,83,98
Corey,Berger,80,70,93
Nathan,King,76,56,57
Stephen,Torres,52,53,97
Amanda,Davidson,76,78,73
Kelly,English,60,95,70
Joseph,Holt,71,77,63
Brittany,Francis,53,64,56
Susan,Chavez,66,95,83
Thomas,Hines,76,80,96
Douglas,Maynard,93,50,91
Melinda,Rivera,97,80,58
Johnny,Martinez,77,52,61
Carlos,Maxwell,97,83,80
Jose,Horton,96,81,71
Bobby,Roberts,53,94,68
Isaac,Smith,91,88,77
Denise,Hunter,90,95,72
Jennifer,Stewart,56,53,75
Carrie,Sanchez,63,59,97
Joshua,Smith,76,52,76
Tammy,Hall,50,61,53
Christine,Davis,92,78,99
Joseph,Jacobs,68,76,82
Heather,Kennedy,78,93,55
Matthew,Martinez,74,56,57
William,Lopez,93,52,50
Nicole,Smith,99,67,63
Michael,Sellers,72,96,100
Charles,Carter,72,64,62
Joy,Lopez,60,86,81
Elizabeth,Hall,55,62,86
Angel,Ramos,51,69,86
Sarah,Arias,85,99,94
Cassandra,Gordon,63,66,85
James,Stevens,90,51,70
Michael,Boyer,86,52,98
Jason,Brennan,52,69,85
Richard,Rice,82,50,96
Erica,Ford,65,51,63
Kevin,Morris,76,75,66
Amy,Serrano,77,98,56
Candice,Perkins,90,79,77
April,Lee,60,58,98
Lisa,Reed,88,67,64
Tracy,Leblanc,63,86,61
Sherry,Wade,93,80,100
Amy,Finley,53,96,83
Traci,Bowman,56,63,99
Gavin,Brewer,82,57,99
Tiffany,Mack,59,100,77
Kelly,Nguyen,85,88,72
Kevin,Morales,67,65,100
Devin,Arroyo,62,76,82
Edward,Turner,70,72,84
Gwendolyn,Mccall,61,79,66
Tiffany,Crosby,56,93,53
Kimberly,Chang,66,61,57
Jack,Stuart,82,58,50
Justin,Lawrence,89,85,100
Michelle,Stewart,87,90,68
Samuel,Nguyen,55,52,81
Raymond,Conner,65,61,77
Amanda,Morgan,87,77,82
Holly,Ward,59,79,88
Tyler,Hines,50,63,78
Alyssa,Miller,78,51,57
Steven,Carr,59,99,88
Ashley,Forbes,83,83,93
Jon,Christensen,98,81,87
Julie,Rice,92,56,65
Faith,Hess,63,83,79
Francisco,Ruiz,85,60,94
Autumn,Mooney,74,57,62
Margaret,Griffin,51,69,58
Madison,Wilkerson,61,65,57
Jesse,Miller,95,78,76
Scott,Leblanc,59,50,64
James,Harris,55,84,87
Kathleen,Wilkerson,79,84,74
Adam,Jimenez,79,59,63
Todd,Morris,56,86,96
Kevin,Thomas,73,81,83
Eric,Santiago,86,94,73
Don,Hunter,66,51,62
Daniel,Page,77,84,96
Jonathan,Charles,84,96,86
David,Williams,58,95,73
Erik,Cochran,57,59,85
Robert,Smith,88,92,95
Jacob,Hardy,60,70,50
Patricia,Smith,84,59,58
Stephen,Nguyen,69,63,70
Linda,Hall,72,82,97
Kevin,Welch,76,99,56
David,Merritt,62,79,66
Rodney,Mcintyre,100,59,58
David,Richard,51,78,67
Katelyn,Meyer,98,89,96
Corey,James,86,97,81
Vicki,Cole,59,68,63
Lisa,Shah,85,65,52
Joshua,Harmon,65,71,97
Michelle,Kelley,87,76,66
Ryan,Graham,100,81,76
Kevin,Byrd,81,84,74
Jennifer,Jones,83,68,77
Amanda,Henry,82,73,89
Colleen,Payne,56,53,87
Daniel,Lopez,62,86,92
Amber,Johnson,98,64,84
Amanda,Bender,60,71,56
Nicole,Brown,51,78,66
Amber,Thompson,73,88,88
Heather,Ballard,68,81,51
Bonnie,Williams,60,99,81
Katherine,Hill,86,53,76
Michael,Coleman,61,99,74
Erin,Wiggins,83,96,72
Stacy,Jones,75,70,77
Adam,Sullivan,63,63,70
Amy,Gray,77,51,52
Johnny,Woods,76,82,85
Jane,Herrera,80,82,92
Tiffany,Petty,57,86,87
Brian,Petersen,96,98,94
Michael,Nicholson,56,55,81
Daniel,Rogers,77,88,92
Ryan,Hernandez,99,66,61
Brandon,Dougherty,95,96,86
Lee,Tate,93,94,59
Brandon,Rivera,90,76,83
Wendy,Collins,86,64,91
Lisa,Rangel,69,50,96
Fred,Haney,50,95,89
Stephanie,Ferrell,71,87,71
Amy,Ferguson,61,51,71
Ann,Wright,84,81,69
Jerry,Suarez,65,94,51
Jessica,Washington,88,100,61
Kelly,Mathews,55,79,66
Mariah,Lozano,60,56,79
Janet,Phillips,89,73,70
Richard,Johnson,98,84,75
Michael,Reynolds,81,77,72
Brian,Levy,82,50,53
Sandra,Davis,74,98,97
Jaime,Clark,61,51,50
Danielle,Munoz,89,94,73
Jason,Williams,88,94,85
Alexander,Harris,50,62,90
Laura,Nichols,68,92,83
Catherine,Porter,69,56,71
Shawn,Ali,96,86,77
Brittney,Zhang,69,64,93
Angel,Mills,68,74,78
Andrew,Butler,90,68,97
Bianca,Adams,52,70,57
Jacob,Griffith,95,61,87
Sharon,Armstrong,84,91,91
Cristina,Briggs,75,53,89
Ruth,Howe,54,96,82
Nicole,Reed,98,54,100
Rachel,Garcia,97,55,75
Luke,Gardner,85,72,100
Oscar,Wilson,53,80,52
Marcus,Sanchez,54,75,84
David,Campos,90,100,83
Melanie,Jackson,74,85,72
Adam,Flores,88,58,79
Sean,Hopkins,76,100,84
Brian,Hernandez,53,56,90
Billy,Moore,84,61,75
Crystal,Flores,100,84,86
Katie,Johnson,69,60,93
Amy,Hughes,66,98,50
Melissa,Castro,75,58,59
Melvin,Cummings,70,86,62
Anthony,Brady,55,91,96
Douglas,Rogers,76,74,70
Mark,Brown,88,74,59
Pamela,Hull,93,92,65
Erik,Jones,69,85,59
Shawn,Cooper,82,70,57
Tracy,Anderson,94,67,95
Karen,Ware,81,69,98
Derek,Solomon,63,95,67
Sara,Curtis,83,63,70
Michele,Hill,90,73,69
Kenneth,Reyes,79,78,79
Sandra,Wilson,65,57,72
Henry,Huff,82,67,50
Eric,Cain,51,53,59
Antonio,Hall,99,72,57
Melissa,Thomas,55,68,86
Eric,Conner,56,88,87
Melissa,Moore,69,71,91
Haley,Parsons,98,56,50
Patrick,Cole,82,59,54
Eric,Baker,99,53,88
Erin,Robinson,77,63,93
Kerry,Holland,63,84,54
Brian,Hoffman,68,98,72
Carla,Doyle,92,63,76
William,Vance,95,57,80
Charlotte,Mathews,71,78,87
Erika,Kelly,60,91,57
Mark,Ward,62,58,64
Jonathan,Butler,64,57,95
Tara,Hogan,61,95,92
Brandon,Smith,73,74,81
Nathan,Garrison,64,50,53
Maria,Barker,84,57,71
Robert,Ray,67,51,54
Patrick,Santana,74,63,78
April,Hernandez,54,71,68
Krista,Fisher,88,64,98
Joshua,Miller,74,60,73
Rhonda,Velasquez,63,82,93
Timothy,Lewis,82,51,53
Emily,Brady,100,74,93
Alexandra,Wilson,55,50,90
Shelley,Brown,97,52,93
Elizabeth,Velazquez,57,65,100
Tanya,Smith,81,53,68
Lynn,Burns,54,68,50
Monica,Moss,51,50,83
Ronald,Baldwin,76,58,66
Charles,Velazquez,59,86,73
Patrick,Hampton,73,81,71
Jonathan,Andrews,78,69,69
Joshua,Patel,71,96,65
Thomas,Trujillo,91,56,53
Austin,Bailey,58,79,52
Melissa,Martin,74,68,82
Taylor,Harper,83,64,92
Frederick,Miller,70,72,75
Jennifer,Hammond,62,72,87
Nicole,Hines,68,91,70
Russell,Robinson,60,60,88
Lisa,Nelson,62,96,75
Vanessa,Kelly,52,84,69
Jacob,King,87,94,58
Samantha,Lowe,67,86,99
Jackie,Calhoun,65,88,87
Michael,Combs,63,60,55
Jill,Foster,91,71,81
Nicholas,Garcia,84,52,66
Larry,Davis,67,53,98
Andrea,Khan,90,52,60
Randall,Hunter,65,51,77
Eric,Williams,94,90,90
Kayla,Walker,58,89,86
Bruce,Garcia,90,88,99
Jasmine,Perez,94,70,55
Courtney,Gallegos,79,51,79
Kristine,May,51,66,84
Jesse,Cole,85,73,95
