Name                    Exam1     Exam2     Exam3     Avg       
Shaun Moreno            91        77        66        78.00     
Amanda Carson           98        78        85        87.00     
Amanda Ramos            61        63        77        67.00     
Mark Robinson           87        58        57        67.33     
Tina Allen              64        57        55        58.67     
Dalton Barker           87        93        97        92.33     
Laura Adams             51        65        73        63.00     
Wayne Cruz              61        62        60        61.00     
Charles Anderson        75        79        77        77.00     
Charles Clayton         54        59        81        64.67     
Laurie Moreno           67        61        76        68.00     
Nicole Murphy           76        96        72        81.33     
Carrie Hancock          99        80        54        77.67     
Caroline Jones          66        90        68        74.67     
Desiree Brown           78        71        59        69.33     
Michelle Cruz           95        77        56        76.00     
Nathan Pittman          83        57        54        64.67     
Cindy Mendez            77        74        94        81.67     
Claire Montoya          66        84        67        72.33     
Patrick Scott           62        50        72        61.33     
Clinton Phillips        90        63        98        83.67     
Donald Cooper           76        81        93        83.33     
Christina Bailey        83        57        83        74.33     
Suzanne Martinez        98        94        92        94.67     
Alexander Paul          74        89        52        71.67     
Christopher Nixon       63        52        100       71.67     
Ronnie Mckinney         69        67        95        77.00     
Matthew Smith           61        52        90        67.67     
Erin Arnold             92        58        77        75.67     
Melissa Cook            97        91        59        82.33     
Linda Patel             94        70        85        83.00     
Hailey Farmer           82        100       67        83.00     
Billy Harris            70        92        50        70.67     
Jill Moses              62        85        100       82.33     
Jon Casey               92        80        70        80.67     
Patrick Arroyo          81        94        93        89.33     
Emily Blair             91        57        98        82.00     
Dakota Reed             92        81        73        82.00     
Tom Griffin             99        87        96        94.00     
Gregory Phelps          97        65        88        83.33     
Marco Palmer            93        93        55        80.33     
Ashley Hart             89        92        93        91.33     
Sandra Henderson        57        88        50        65.00     
Edward Spence           65        56        76        65.67     
Ryan Whitaker           72        82        93        82.33     
Ricky Campbell          84        89        91        88.00     
Michelle Soto           68        83        62        71.00     
Cassandra Nichols       84        96        90        90.00     
Robert Richardson       94        86        82        87.33     
Heather Scott           88        92        71        83.67     
Michelle Mueller        52        78        60        63.33     
Robert Nguyen           91        66        81        79.33     
Bradley Simon           71        98        52        73.67     
Allen Frazier           60        92        90        80.67     
David Pope              54        57        75        62.00     
Patricia Lee            69        91        76        78.67     
Zachary Hayes           66        70        76        70.67     
Kimberly Roman          50        87        63        66.67     
James Tran              86        79        98        87.67     
Michael Moreno          65        69        90        74.67     
John Gonzalez           93        98        90        93.67     
Jacqueline Lopez        83        69        98        83.33     
Paul Gutierrez          52        81        83        72.00     
Vicki West              56        69        54        59.67     
Heather Ward            72        93        73        79.33     
Jeffrey Blake           72        55        99        75.33     
Monica Walsh            92        82        70        81.33     
James Garcia            94        53        73        73.33     
David Hansen            72        54        99        75.00     
Robert Farrell          68        83        82        77.67     
Tiffany Roberts         51        61        87        66.33     
Russell Johnston        68        53        60        60.33     
Jennifer Espinoza       76        63        86        75.00     
Savannah Collins        55        57        61        57.67     
Selena Little           67        65        66        66.00     
Cindy Mcintyre          60        63        91        71.33     
Juan Weaver             63        54        68        61.67     
Lori Hood               57        98        55        70.00     
Austin Huffman          98        58        93        83.00     
Tara Wood               54        61        94        69.67     
Joseph Carr             82        77        83        80.67     
Linda Jones             53        55        86        64.67     
Kyle Smith              94        92        75        87.00     
Henry Gutierrez         64        53        100       72.33     
Timothy King            51        54        98        67.67     
Mary Alvarado           58        80        91        76.33     
Robert Farrell          91        57        62        70.00     
Evelyn Jones            83        50        88        73.67     
Anthony Finley          63        63        78        68.00     
Kimberly Stevens        52        94        59        68.33     
David Smith             94        58        90        80.67     
John Kelly              65        88        63        72.00     
Scott Allen             53        69        57        59.67     
Susan Barker            56        100       65        73.67     
Robert Orozco           83        96        55        78.00     
Lisa Ross               70        61        62        64.33     
Ashley Warren           75        72        82        76.33     
Jean Hutchinson         97        69        53        73.00     
Russell Bell            88        96        85        89.67     
Joshua Conley           50        57        89        65.33     
Katherine Vasquez       87        86        91        88.00     
Brent Carroll           73        72        76        73.67     
Ashley Smith            77        59        62        66.00     
Tiffany Weaver          64        89        93        82.00     
Daniel Molina           73        86        59        72.67     
Erica Thomas            96        64        79        79.67     
Margaret Daniels        74        52        57        61.00     
John Anderson           54        84        94        77.33     
Kelsey Young            95        78        60        77.67     
Joshua Morris           87        54        56        65.67     
Jessica Lopez           97        100       93        96.67     
Diana Guzman            73        60        96        76.33     
Adam Bautista           73        85        54        70.67     
Gerald Crane            66        53        90        69.67     
Stacey Browning         52        98        71        73.67     
Laura Ray               70        63        65        66.00     
Matthew Miller          65        69        76        70.00     
Erik Mcknight           50        56        67        57.67     
Geoffrey Goodwin        71        79        73        74.33     
Katie Lawrence          69        52        59        60.00     
Lisa Martinez           54        75        72        67.00     
Tammy Hood              84        66        96        82.00     
Maria Hanson            74        69        80        74.33     
Shawn Kelly             82        97        60        79.67     
Patricia Jones          79        87        66        77.33     
Michael Choi            92        69        55        72.00     
Edward Williams         78        90        75        81.00     
Katherine Smith         59        92        93        81.33     
Emily Butler            99        60        89        82.67     
Nicholas Khan           63        65        79        69.00     
Alejandro Smith         79        71        75        75.00     
Bailey Ward             56        67        71        64.67     
Alexis Wyatt            91        65        66        74.00     
Joshua Powell           83        89        67        79.67     
Jessica Jones           92        91        63        82.00     
Steven Case             53        54        68        58.33     
Nicole Key              98        80        57        78.33     
Michael Mata            79        95        100       91.33     
Christopher Johnson     70        95        73        79.33     
Aaron Curry             74        68        71        71.00     
Anita Hammond           77        99        97        91.00     
Alvin Foster            83        93        58        78.00     
Sara Griffin            85        81        56        74.00     
Christian Lang          70        61        64        65.00     
Mary Hughes             93        63        63        73.00     
Toni Williams           84        72        79        78.33     
Sue Taylor              73        94        54        73.67     
Michele Clarke          100       55        85        80.00     
Andre Meyer             77        93        96        88.67     
Walter Long             67        82        52        67.00     
Laura White             70        99        89        86.00     
Carla Smith             76        89        65        76.67     
Donna Walters           51        60        93        68.00     
Christopher Farley      71        99        68        79.33     
Rachel Frazier          58        59        79        65.33     
Deborah Gallegos        85        91        95        90.33     
Eric Shepherd           74        58        78        70.00     
Alec Maddox             81        62        93        78.67     
Elizabeth May           94        84        52        76.67     
Kenneth Hill            51        76        53        60.00     
Carla Stephens          52        89        90        77.00     
Julie Jordan            92        93        96        93.67     
Amy Holland             80        66        92        79.33     
Lisa Smith              100       58        90        82.67     
Donna Skinner           66        57        95        72.67     
Kimberly Barker         81        67        98        82.00     
Maureen Walsh           95        78        53        75.33     
Courtney Davis          75        55        89        73.00     
Joseph Campbell         62        79        52        64.33     
Michael Hebert          52        93        97        80.67     
Tyler Powell            62        96        88        82.00     
Harold Parker           62        70        71        67.67     
Vanessa Johnson         56        80        75        70.33     
Jason Willis            90        54        97        80.33     
Leah Rodriguez          52        88        52        64.00     
Gloria Saunders         58        52        60        56.67     
Emma Turner             77        64        77        72.67     
Rachel Duncan           59        91        88        79.33     
Connie Rogers           63        92        73        76.00     
Nicholas Collins        62        57        84        67.67     
Katie Snyder            57        91        79        75.67     
Jonathon Hogan          92        93        58        81.00     
Deanna Mcneil           58        68        56        60.67     
Erika Stone             55        52        61        56.00     
Jade Douglas            85        51        83        73.00     
Kimberly Gay            84        95        51        76.67     
Adam Bryan              88        83        69        80.00     
Autumn Moran            62        83        54        66.33     
Angela Ortiz            69        96        75        80.00     
Christopher Evans       65        52        92        69.67     
Anthony Hamilton        76        63        96        78.33     
Haley Shannon           51        69        92        70.67     
Lisa Kaiser             54        89        65        69.33     
Daniel Castro           52        81        97        76.67     
Pamela Glover           91        85        85        87.00     
Sean Wood               92        65        72        76.33     
Kellie West             90        66        65        73.67     
Nancy Hubbard           60        50        59        56.33     
Tina Johnson            78        86        60        74.67     
Thomas Bishop           63        87        67        72.33     
Kelsey Hunt             57        69        67        64.33     
Aaron Herrera           98        56        70        74.67     
Dana Hernandez          99        51        67        72.33     
Gregory Herrera         99        55        96        83.33     
Jesse Robertson         86        51        78        71.67     
Amy Thompson            84        72        73        76.33     
Joshua Olsen            76        98        97        90.33     
Kristy Tanner           94        81        52        75.67     
Alexander Wheeler       73        53        83        69.67     
Abigail Williams        63        57        81        67.00     
Kara Bell               54        56        55        55.00     
Tonya Yates             94        70        63        75.67     
Amy Collins             80        68        99        82.33     
Teresa Stephens         84        52        54        63.33     
Steven Cain             63        51        87        67.00     
Monica Moore            91        79        56        75.33     
Christopher Thompson    55        86        96        79.00     
Kevin Elliott           84        90        99        91.00     
Corey Mcdonald          91        99        74        88.00     
Brent Adams             70        75        73        72.67     
Ryan Williams           72        82        79        77.67     
Matthew Brock           62        96        69        75.67     
Joseph Mckenzie         89        87        74        83.33     
Christina Tran          61        78        82        73.67     
Kathy Powell            85        100       63        82.67     
Douglas Cannon          81        76        76        77.67     
Debra Moore             73        78        63        71.33     
Hannah Soto             72        93        53        72.67     
Tami Ray                68        85        67        73.33     
Eric Burke              69        98        62        76.33     
Joshua Hayes            62        69        98        76.33     
Michael Prince          83        72        63        72.67     
Steven Lara             75        62        80        72.33     
Crystal Gregory         99        57        86        80.67     
Christopher Hill        55        80        100       78.33     
Joseph Hendricks        73        76        82        77.00     
Kayla Smith             59        96        98        84.33     
Melinda Ford            77        92        57        75.33     
Kristen Wyatt           89        61        77        75.67     
Joel Pace               86        78        88        84.00     
Steven Mora             89        69        79        79.00     
Matthew Hayes           65        72        69        68.67     
Dwayne Rogers           56        86        93        78.33     
Sandy Fox               51        87        93        77.00     
Amy Stark               93        67        81        80.33     
Leah Evans              53        68        60        60.33     
Kelly Thompson          98        78        70        82.00     
Eileen Garza            92        60        88        80.00     
Teresa Hall             66        64        60        63.33     
Michael Phillips        72        95        69        78.67     
Tanya Gonzalez          97        83        78        86.00     
Martin Norman           53        62        73        62.67     
Kelly Thomas            69        76        86        77.00     
Jessica Torres          50        91        77        72.67     
Theresa Wolf            66        81        95        80.67     
Paul Schultz            54        78        61        64.33     
Felicia Ramirez         60        82        51        64.33     
David Williams          96        59        98        84.33     
Tanya Smith             100       74        61        78.33     
Kaitlyn West            76        67        84        75.67     
Karen Cooper            87        94        84        88.33     
Amy Watson              60        79        63        67.33     
Tony Reyes              97        83        100       93.33     
Mary Day                86        93        67        82.00     
Christopher Scott       67        80        58        68.33     
Kathleen Glover         77        72        68        72.33     
Steven Cohen            74        79        97        83.33     
Michael Jackson         58        59        50        55.67     
Aaron Davis             62        91        65        72.67     
Andrea Waters           97        85        61        81.00     
Michael Hamilton        70        85        51        68.67     
Rebekah Sanchez         50        72        75        65.67     
Timothy Young           83        79        65        75.67     
Kathleen Herrera        71        84        52        69.00     
Ian Fischer             89        67        51        69.00     
Calvin Parker           96        67        60        74.33     
Mark Lynn               93        96        66        85.00     
Edward Walter           99        50        64        71.00     
Rebecca Baker           53        84        67        68.00     
Bryan Fuller            98        100       81        93.00     
Brian Shaw              56        97        82        78.33     
Timothy Lam             82        87        68        79.00     
Jennifer Ross           52        86        62        66.67     
Douglas Mays            65        75        59        66.33     
Kevin Cruz              99        75        80        84.67     
Bobby Pope              65        81        67        71.00     
Joseph Stark            68        90        50        69.33     
Cassandra Stephens      81        97        95        91.00     
Patricia Estes          82        91        86        86.33     
James Ruiz              68        74        89        77.00     
Joshua Thomas           75        92        66        77.67     
Samantha Rivera         57        61        51        56.33     
Jessica Elliott         85        67        77        76.33     
Christopher Bernard     62        57        78        65.67     
Amy Chavez              50        73        68        63.67     
Stephanie Middleton     81        92        89        87.33     
Christopher Walker      93        85        78        85.33     
Michael Hunter          72        76        79        75.67     
Tyrone Marshall         71        73        72        72.00     
Erik Miller             73        67        85        75.00     
Yvonne Young            99        54        59        70.67     
Catherine Morris        67        56        61        61.33     
Kyle Taylor             92        58        85        78.33     
Robert Johnson          91        91        62        81.33     
Charles Carpenter       93        94        50        79.00     
Zachary Baker           64        84        84        77.33     
Madison Peterson        62        94        63        73.00     
Samantha Harrison       86        93        66        81.67     
Olivia Davis            60        97        84        80.33     
Timothy Santiago        60        72        58        63.33     
William Ramirez         54        73        75        67.33     
Erica Lopez             68        82        76        75.33     
Erika Hensley           80        93        52        75.00     
Joseph Davis            73        86        63        74.00     
Thomas Reid             60        83        98        80.33     
Tracy Chambers          59        64        65        62.67     
Debbie Evans            97        82        98        92.33     
Joshua Norris           62        79        64        68.33     
Adam Daniels            57        95        87        79.67     
Douglas Jenkins         75        50        67        64.00     
Yvonne Bridges          54        94        76        74.67     
Kathy Williams          85        92        69        82.00     
Katherine Jones         76        99        80        85.00     
Richard Fuller          86        96        66        82.67     
Peter Hill              100       79        60        79.67     
Nicholas Pennington     51        50        95        65.33     
Christopher Woods       73        58        67        66.00     
William Bonilla         73        99        80        84.00     
Amber Graham            62        91        51        68.00     
James Hebert            85        85        62        77.33     
Melissa Thomas          68        93        63        74.67     
Reginald Barr           64        70        94        76.00     
Alyssa Mitchell         86        68        78        77.33     
Mitchell Thompson       76        70        56        67.33     
Monica Kline            86        99        99        94.67     
Kayla Garcia            55        55        91        67.00     
Sarah Quinn             63        91        70        74.67     
April Green             60        59        96        71.67     
John Browning           67        55        65        62.33     
Joshua Ellis            77        82        100       86.33     
Wendy Nelson            79        94        95        89.33     
Jennifer Lee            78        71        61        70.00     
Ellen Perry             87        77        92        85.33     
Monica White            57        92        83        77.33     
Daniel Nelson           90        82        58        76.67     
Chris Hernandez         50        71        69        63.33     
Joe Hines               93        97        55        81.67     
Anthony Garcia          78        51        94        74.33     
Herbert Hall            86        78        96        86.67     
Stanley King            52        96        70        72.67     
Julie Ashley            83        93        64        80.00     
Derek Parsons           98        75        87        86.67     
Richard Bowers          74        77        58        69.67     
Christian Adams         69        74        50        64.33     
Deanna Atkinson         79        99        86        88.00     
Eric Martinez           79        59        99        79.00     
Linda Montoya           74        53        89        72.00     
Ronald Hernandez        57        100       62        73.00     
Margaret Lucas          77        81        77        78.33     
Anita Martinez          58        87        85        76.67     
Kim Lindsey             91        96        79        88.67     
John Hernandez          69        89        63        73.67     
Bryan Nichols           72        60        83        71.67     
Sarah Davis             63        100       100       87.67     
Joan Cannon             53        70        65        62.67     
Alice Beard             72        98        90        86.67     
Cynthia Wallace         69        71        77        72.33     
Brian Oneill            84        73        63        73.33     
Derrick Martinez        64        89        61        71.33     
Todd Thompson           57        55        86        66.00     
Kristina Cortez         82        54        59        65.00     
Frank Moody             76        92        85        84.33     
Sharon Mccoy            80        82        86        82.67     
Scott Harris            50        73        80        67.67     
Patrick Kent            61        70        75        68.67     
Andrew Brown            51        62        71        61.33     
Cheryl Brown            54        74        62        63.33     
Maurice Hogan           54        89        74        72.33     
Daniel Romero           68        91        87        82.00     
Ashley Gardner          55        62        98        71.67     
Amanda Barnett          77        73        88        79.33     
William Johnson         80        81        80        80.33     
Christopher Booker      88        70        82        80.00     
Theresa Thompson        85        83        89        85.67     
Mary Brown              92        58        62        70.67     
Bradley Powell          52        61        75        62.67     
Robert Esparza          95        95        77        89.00     
Christopher Williams    50        65        93        69.33     
Sean Montoya            51        69        85        68.33     
Edward Ware             55        58        92        68.33     
Heather Bowers          95        68        56        73.00     
Carl Munoz              65        61        62        62.67     
Lawrence Walker         78        90        63        77.00     
Donna Sanchez           74        96        75        81.67     
Cynthia Ochoa           95        55        74        74.67     
William Peterson        86        52        64        67.33     
Tammy Hunt              69        57        70        65.33     
Courtney Turner         90        87        84        87.00     
Justin Figueroa         93        72        52        72.33     
Kimberly Watson         58        93        76        75.67     
Justin Collier          90        65        95        83.33     
Michelle James          82        80        77        79.67     
Scott Taylor            65        94        77        78.67     
Amanda Ramirez          62        52        79        64.33     
Anthony Thompson        51        79        60        63.33     
Heather Molina          69        71        71        70.33     
Douglas Werner          82        78        72        77.33     
Jesus Armstrong         61        58        98        72.33     
Michelle Adams          75        95        95        88.33     
Christopher Rush        60        87        97        81.33     
Elizabeth Ward          70        100       96        88.67     
Kelly Martinez          91        50        100       80.33     
Jeff Harris             83        69        70        74.00     
John Navarro            54        92        78        74.67     
David Fischer           61        82        82        75.00     
Cameron Robinson        57        53        80        63.33     
Ronnie Stephens         86        89        65        80.00     
Henry Mcintyre          90        100       50        80.00     
Aaron Hampton           81        100       99        93.33     
Donald Miller           79        100       59        79.33     
Gabriela Howard         61        92        70        74.33     
Robyn Sellers           78        93        62        77.67     
Christopher Edwards     73        60        54        62.33     
Pamela Meyers           63        77        98        79.33     
Jerry Wade              57        51        90        66.00     
Louis Newton            53        87        99        79.67     
Rebecca Brown           95        67        76        79.33     
Robert Williams         54        74        61        63.00     
Kimberly Patton         88        77        53        72.67     
David Avery             72        90        70        77.33     
Philip Kirby            82        69        75        75.33     
Sheryl Barnes           90        94        67        83.67     
Danny Schaefer          96        58        79        77.67     
Christopher Robinson    82        72        60        71.33     
Stephanie Williams      100       76        74        83.33     
Timothy Peters          62        78        61        67.00     
Connie Perez            96        66        67        76.33     
Maureen Olson           84        97        89        90.00     
Jose Thomas             81        98        73        84.00     
April Lopez             93        75        86        84.67     
Thomas Burns            88        59        96        81.00     
Joel Wright             100       90        52        80.67     
Andrew Harmon           99        59        85        81.00     
Kyle Ramirez            56        61        71        62.67     
Kyle Curtis             52        55        95        67.33     
Jennifer Bishop         60        64        91        71.67     
Kristen Vasquez         79        74        86        79.67     
Stephanie Arias         99        89        74        87.33     
Arthur Bridges          95        94        76        88.33     
Shannon Reyes           100       76        52        76.00     
Kevin Kemp              86        66        94        82.00     
Ethan Watson            88        84        83        85.00     
John Franco             84        65        63        70.67     
Mark Farrell            59        54        60        57.67     
Kelly Blake             89        95        88        90.67     
Wendy Fletcher          89        62        87        79.33     
Elijah Hudson           58        64        73        65.00     
Sean Harris             55        67        100       74.00     
David Campbell          88        76        54        72.67     
Sarah Hess              77        54        67        66.00     
Alexander Joseph        83        90        83        85.33     
Linda Hill              68        60        87        71.67     
Jennifer Chavez         56        64        52        57.33     
Matthew Johnson         54        67        82        67.67     
Richard Howard          72        96        66        78.00     
Pamela Lane             93        62        79        78.00     
Heather Johnson         79        93        54        75.33     
Lauren Carson           97        100       51        82.67     
Teresa Garcia           75        88        54        72.33     
Alexis Phillips         68        95        54        72.33     
Brandi Jones            71        81        54        68.67     
Catherine Little        60        75        58        64.33     
Michael Butler          86        64        56        68.67     
Kristina Edwards        74        62        77        71.00     
Linda Reed              82        64        97        81.00     
Dawn Harrison           61        75        84        73.33     
James Carrillo          86        90        51        75.67     
Patrick Olsen           92        95        63        83.33     
Riley Kane              60        72        73        68.33     
Benjamin Sweeney        71        83        57        70.33     
Duane Gardner           95        64        94        84.33     
Wesley Wilson           63        99        82        81.33     
Samantha Clayton        88        80        87        85.00     
Kari Joseph             74        77        50        67.00     
Daniel Lopez            59        83        57        66.33     
Amy Garrett             98        99        95        97.33     
Cody Rodriguez          56        84        55        65.00     
Jerome Taylor           66        76        57        66.33     
David Johnson           90        61        91        80.67     
Jennifer Burns          94        94        61        83.00     
Suzanne Dyer            85        59        74        72.67     
James Dean              79        61        83        74.33     
Brian Stephens          95        68        62        75.00     
Nathaniel Carlson       91        92        95        92.67     
Julie Smith             66        51        67        61.33     
Molly Waters            62        55        74        63.67     
Justin Green            76        90        89        85.00     
Sierra Jones            71        86        92        83.00     
Dustin Watson           82        76        53        70.33     
Angela Santiago         100       52        96        82.67     
Jennifer Scott          60        81        62        67.67     
Tiffany Blankenship     97        91        66        84.67     
Timothy Freeman         68        64        72        68.00     
Jeremy Smith            51        99        79        76.33     
Matthew Duncan          82        72        84        79.33     
Robert Griffin          85        53        57        65.00     
Robert Torres           61        73        81        71.67     
Stephanie Medina        87        53        55        65.00     
Anna Mendez             93        72        87        84.00     
Michelle Caldwell       67        69        73        69.67     
Denise Riley            74        98        76        82.67     
Guy Dorsey              83        60        73        72.00     
Taylor Waters           81        63        81        75.00     
Jessica Evans           88        52        58        66.00     
Norman Dean             64        73        51        62.67     
Evan Coleman            95        96        57        82.67     
Joseph Johnson          80        72        90        80.67     
Mary Rivera             99        67        52        72.67     
Jessica Price           83        65        92        80.00     
Matthew Wilson          75        60        59        64.67     
Linda Lewis             98        93        93        94.67     
Melissa Steele          96        61        72        76.33     
Cynthia Smith           82        93        87        87.33     
Tanya Moore             59        50        57        55.33     
Allen Floyd             97        66        58        73.67     
Sarah Nguyen            51        93        89        77.67     
Eric Burns              60        83        77        73.33     
Jacob Wilson            99        59        74        77.33     
Wanda Sutton            91        56        68        71.67     
Mary Ortega             80        53        82        71.67     
Sydney Bright           88        58        64        70.00     
Allison Rodriguez       55        73        88        72.00     
Dennis Burke            74        74        60        69.33     
Daniel Poole            59        61        84        68.00     
Robert Young            57        80        100       79.00     
Olivia Rosales          70        52        56        59.33     
Billy Williamson        82        76        72        76.67     
Olivia Williams         74        77        64        71.67     
Joshua Fields           97        94        96        95.67     
William Perry           57        84        69        70.00     
Alexander Rodriguez     63        81        54        66.00     
Amber Hicks             97        72        56        75.00     
Taylor Werner           54        85        80        73.00     
Michael Sheppard        72        81        58        70.33     
Robert Torres           93        57        69        73.00     
Brittany Perry          76        92        71        79.67     
Nicole West             93        65        80        79.33     
Katie George            58        80        67        68.33     
David Hood              90        71        67        76.00     
Gina Mack               67        86        71        74.67     
Paul Mccormick          90        77        67        78.00     
Wendy Vazquez           57        60        56        57.67     
Victoria Newton         64        86        54        68.00     
Christopher Mcintosh    73        80        73        75.33     
George Vega             65        98        81        81.33     
Melissa Bowen           90        65        76        77.00     
Anita Martin            59        84        56        66.33     
Daniel Clark            94        68        93        85.00     
Brianna Obrien          97        78        100       91.67     
Brandon Thompson        56        53        52        53.67     
Michele Taylor          57        89        77        74.33     
Paul Barton             93        65        75        77.67     
Andrea Brown            77        97        90        88.00     
Alfred Wright           91        58        55        68.00     
Maxwell Jenkins         94        78        87        86.33     
Patrick Lynn            66        100       87        84.33     
Mary Odonnell           59        69        93        73.67     
Douglas Thomas          58        65        76        66.33     
Michael Davis           72        52        90        71.33     
Chelsea Hernandez       61        76        66        67.67     
Timothy Knight          52        85        71        69.33     
Timothy Hale            85        64        79        76.00     
Hannah Collins          82        94        65        80.33     
Heather Perez           86        82        77        81.67     
Lauren Miller           74        73        85        77.33     
Michael Hart            82        79        76        79.00     
Jeffery Hanson          53        70        59        60.67     
Carolyn Gray            74        100       89        87.67     
Madeline Watson         92        82        56        76.67     
Stephanie Gomez         78        50        79        69.00     
Steven Olson            65        93        91        83.00     
Teresa Washington       85        64        83        77.33     
Natasha Walker          70        92        67        76.33     
Trevor Wilson           68        79        73        73.33     
Christopher Gray        75        73        56        68.00     
Destiny Wood            96        62        96        84.67     
Jessica Wilson          78        50        84        70.67     
Lori Bowers             50        99        84        77.67     
Eric Smith              61        91        64        72.00     
Carol Jones             50        76        76        67.33     
Alexis Logan            59        76        55        63.33     
Matthew Harris          84        55        97        78.67     
Samantha Long           96        62        77        78.33     
Arthur Hodges           88        88        78        84.67     
Alicia Ellis            50        61        80        63.67     
Rebecca Terry           64        93        51        69.33     
Marvin Duran            95        61        75        77.00     
Stephanie Lewis         83        62        80        75.00     
Christina Smith         59        79        59        65.67     
Angela Hardy            78        77        50        68.33     
Laura Huang             53        98        99        83.33     
Justin Moreno           94        77        59        76.67     
Michael White           51        59        55        55.00     
Christine Osborne       92        76        62        76.67     
Leah Rodriguez          62        85        59        68.67     
Tami Castillo           55        90        94        79.67     
Susan Briggs            78        98        84        86.67     
James Martin            67        53        52        57.33     
Gina Holloway           90        66        73        76.33     
Lindsay Alexander       92        94        54        80.00     
Lisa Lindsey            72        69        87        76.00     
Amy Richard             68        99        84        83.67     
Mary Jackson            70        76        97        81.00     
Casey Anderson          65        53        57        58.33     
Michael Crane           80        72        86        79.33     
Lisa Rogers             51        67        77        65.00     
Sylvia Pittman          92        68        71        77.00     
Edward Olson            56        65        71        64.00     
William Jones           71        65        61        65.67     
Jessica Delgado         61        80        78        73.00     
Matthew Durham          96        99        77        90.67     
Amy Acevedo             58        71        50        59.67     
Jeremiah Frey           83        84        98        88.33     
Beth Mitchell           94        76        95        88.33     
Martha Villanueva       62        57        87        68.67     
Destiny Smith           62        54        81        65.67     
Marilyn Acosta          70        64        52        62.00     
Chad Gross              91        78        95        88.00     
Peter Glenn             71        54        83        69.33     
Jason Thompson          79        64        54        65.67     
Regina Harrison         95        86        87        89.33     
Samantha Hernandez      87        75        52        71.33     
Sarah Case              55        95        64        71.33     
Amber Davenport         56        96        54        68.67     
Edwin Berry             81        59        97        79.00     
Tina Meyer              98        71        88        85.67     
Robert Rogers           57        81        75        71.00     
Jason Benjamin          61        75        52        62.67     
Alejandro Gomez         69        91        55        71.67     
Lindsay Phillips        70        80        81        77.00     
Kayla Jones             86        54        81        73.67     
Renee Benitez           82        91        79        84.00     
Stacy Gutierrez         82        63        58        67.67     
Jodi Quinn              91        73        81        81.67     
Troy Vega               86        88        95        89.67     
Hannah Reed             91        74        100       88.33     
Sarah Suarez            84        80        57        73.67     
Ronald Nunez            62        85        62        69.67     
Jason Tran              75        74        69        72.67     
Lisa Spencer            69        55        69        64.33     
Brian Baldwin           54        71        69        64.67     
Denise Barnett          82        70        60        70.67     
Pam Franco              67        72        97        78.67     
Jodi Howell             61        57        69        62.33     
Michelle Martinez       100       67        65        77.33     
Amy Davis               72        74        68        71.33     
Shannon Fisher          61        57        51        56.33     
Hannah Mack             96        100       68        88.00     
Kenneth James           58        79        51        62.67     
Susan Rodriguez         53        69        60        60.67     
Christine Vargas        89        79        52        73.33     
Ronnie Robinson         56        92        55        67.67     
Kevin Sherman           75        81        60        72.00     
Christopher Long        70        94        88        84.00     
Theresa Guzman          95        52        89        78.67     
Amanda Parks            77        98        100       91.67     
Tonya Cook              85        78        91        84.67     
Stephanie Henderson     90        83        70        81.00     
Paul Khan               79        83        76        79.33     
Jorge Davenport         59        88        51        66.00     
Pamela Tran             89        96        86        90.33     
Jeffrey Smith           83        71        51        68.33     
Samantha Frazier        56        71        86        71.00     
Pamela Stein            81        60        60        67.00     
Lindsey Williams        69        90        59        72.67     
Patricia Brennan        99        82        80        87.00     
Jeffrey Murphy          86        95        89        90.00     
Martin Johnson          57        57        50        54.67     
Mark Moreno             70        76        65        70.33     
Isaac Kim               98        71        79        82.67     
Diana Hoffman           50        93        99        80.67     
Stephen Trevino         96        84        90        90.00     
Michelle Nelson         84        64        79        75.67     
Gregory Martin          52        82        97        77.00     
Bryan Lucero            51        68        74        64.33     
Kristina Williams       50        71        62        61.00     
Bobby Bryant            67        81        76        74.67     
Haley Johnson           86        58        57        67.00     
Nicole Cox              88        85        79        84.00     
Dana Lee                93        72        52        72.33     
Jacqueline Fowler       91        67        87        81.67     
Nancy Harris            93        61        52        68.67     
Veronica Garcia         70        65        79        71.33     
